split,pair_key,category,pair_id,attack_length,control_length,common_length,window,stride,window_count_per_member,first_window_start,last_window_start,last_window_end_exclusive,attack_native_window_count,control_native_window_count,attack_windows_removed,control_windows_removed,identical_ordered_window_starts
train,P2TR-K2-175,k2_shared_transit,V5-P2-FINAL640-P2TR-K2-175-S7T1-S2T13-SEED620175,707,707,707,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K2-176,k2_shared_transit,V5-P2-FINAL640-P2TR-K2-176-S10T8-S8T5-SEED620176,719,719,719,32,8,86,0,680,712,86,86,0,0,True
train,P2TR-K2-177,k2_shared_transit,V5-P2-FINAL640-P2TR-K2-177-S11T13-S14T1-SEED620177,711,711,711,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K2-178,k2_shared_transit,V5-P2-FINAL640-P2TR-K2-178-S1T8-S0T8-SEED620178,706,706,706,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K2-179,k2_shared_transit,V5-P2-FINAL640-P2TR-K2-179-S3T10-S14T2-SEED620179,711,710,710,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K2-180,k2_shared_transit,V5-P2-FINAL640-P2TR-K2-180-S10T1-S8T7-SEED620180,719,719,719,32,8,86,0,680,712,86,86,0,0,True
train,P2TR-K2-181,k2_shared_transit,V5-P2-FINAL640-P2TR-K2-181-S13T5-S15T1-SEED620181,696,696,696,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K2-182,k2_shared_transit,V5-P2-FINAL640-P2TR-K2-182-S10T12-S15T1-SEED620182,698,698,698,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K2-183,k2_shared_transit,V5-P2-FINAL640-P2TR-K2-183-S14T5-S13T1-SEED620183,710,710,710,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K2-184,k2_shared_transit,V5-P2-FINAL640-P2TR-K2-184-S3T9-S7T1-SEED620184,709,709,709,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K2-185,k2_shared_transit,V5-P2-FINAL640-P2TR-K2-185-S14T1-S15T12-SEED620185,693,693,693,32,8,83,0,656,688,83,83,0,0,True
train,P2TR-K2-187,k2_shared_transit,V5-P2-FINAL640-P2TR-K2-187-S2T10-S4T3-SEED620187,707,708,707,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K2-188,k2_shared_transit,V5-P2-FINAL640-P2TR-K2-188-S5T15-S10T15-SEED620188,719,719,719,32,8,86,0,680,712,86,86,0,0,True
train,P2TR-K2-189,k2_shared_transit,V5-P2-FINAL640-P2TR-K2-189-S15T0-S4T12-SEED620189,696,696,696,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K2-190,k2_shared_transit,V5-P2-FINAL640-P2TR-K2-190-S3T15-S7T15-SEED620190,708,709,708,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K2-191,k2_shared_transit,V5-P2-FINAL640-P2TR-K2-191-S7T8-S2T13-SEED620191,707,707,707,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K2-192,k2_shared_transit,V5-P2-FINAL640-P2TR-K2-192-S11T2-S9T3-SEED620192,719,719,719,32,8,86,0,680,712,86,86,0,0,True
train,P2TR-K2-193,k2_shared_transit,V5-P2-FINAL640-P2TR-K2-193-S15T3-S13T3-SEED620193,696,696,696,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K2-194,k2_shared_transit,V5-P2-FINAL640-P2TR-K2-194-S2T14-S4T14-SEED620194,707,708,707,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K2-195,k2_shared_transit,V5-P2-FINAL640-P2TR-K2-195-S11T2-S5T2-SEED620195,715,716,715,32,8,86,0,680,712,86,86,0,0,True
train,P2TR-K2-196,k2_shared_transit,V5-P2-FINAL640-P2TR-K2-196-S11T12-S0T14-SEED620196,706,706,706,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K2-198,k2_shared_transit,V5-P2-FINAL640-P2TR-K2-198-S15T12-S14T0-SEED620198,693,693,693,32,8,83,0,656,688,83,83,0,0,True
train,P2TR-K2-199,k2_shared_transit,V5-P2-FINAL640-P2TR-K2-199-S15T7-S12T7-SEED620199,699,699,699,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K2-200,k2_shared_transit,V5-P2-FINAL640-P2TR-K2-200-S11T14-S12T2-SEED620200,695,695,695,32,8,83,0,656,688,83,83,0,0,True
train,P2TR-K2-202,k2_distinct_victims,V5-P2-FINAL640-P2TR-K2-202-S7T3-S2T1-SEED620202,707,707,707,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K2-203,k2_distinct_victims,V5-P2-FINAL640-P2TR-K2-203-S11T14-S12T15-SEED620203,695,694,694,32,8,83,0,656,688,83,83,0,0,True
train,P2TR-K2-204,k2_distinct_victims,V5-P2-FINAL640-P2TR-K2-204-S8T3-S4T11-SEED620204,707,707,707,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K2-205,k2_distinct_victims,V5-P2-FINAL640-P2TR-K2-205-S4T6-S11T1-SEED620205,707,707,707,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K2-206,k2_distinct_victims,V5-P2-FINAL640-P2TR-K2-206-S5T13-S2T7-SEED620206,709,709,709,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K2-207,k2_distinct_victims,V5-P2-FINAL640-P2TR-K2-207-S15T4-S10T3-SEED620207,698,698,698,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K2-208,k2_distinct_victims,V5-P2-FINAL640-P2TR-K2-208-S4T13-S10T1-SEED620208,709,709,709,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K2-209,k2_distinct_victims,V5-P2-FINAL640-P2TR-K2-209-S4T10-S2T13-SEED620209,707,708,707,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K2-210,k2_distinct_victims,V5-P2-FINAL640-P2TR-K2-210-S11T4-S3T0-SEED620210,706,706,706,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K2-211,k2_distinct_victims,V5-P2-FINAL640-P2TR-K2-211-S14T1-S2T0-SEED620211,711,711,711,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K2-212,k2_distinct_victims,V5-P2-FINAL640-P2TR-K2-212-S12T14-S9T15-SEED620212,695,695,695,32,8,83,0,656,688,83,83,0,0,True
train,P2TR-K2-213,k2_distinct_victims,V5-P2-FINAL640-P2TR-K2-213-S8T5-S7T4-SEED620213,704,704,704,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K2-214,k2_distinct_victims,V5-P2-FINAL640-P2TR-K2-214-S0T7-S15T3-SEED620214,696,696,696,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K2-215,k2_distinct_victims,V5-P2-FINAL640-P2TR-K2-215-S11T8-S2T4-SEED620215,710,709,709,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K2-216,k2_distinct_victims,V5-P2-FINAL640-P2TR-K2-216-S3T14-S13T0-SEED620216,703,704,703,32,8,84,0,664,696,84,85,0,1,True
train,P2TR-K2-217,k2_distinct_victims,V5-P2-FINAL640-P2TR-K2-217-S6T7-S13T4-SEED620217,724,724,724,32,8,87,0,688,720,87,87,0,0,True
train,P2TR-K2-218,k2_distinct_victims,V5-P2-FINAL640-P2TR-K2-218-S10T9-S0T2-SEED620218,709,709,709,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K2-219,k2_distinct_victims,V5-P2-FINAL640-P2TR-K2-219-S4T9-S0T11-SEED620219,706,706,706,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K2-221,k2_distinct_victims,V5-P2-FINAL640-P2TR-K2-221-S15T4-S13T15-SEED620221,696,696,696,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K2-222,k2_distinct_victims,V5-P2-FINAL640-P2TR-K2-222-S1T10-S9T11-SEED620222,712,712,712,32,8,86,0,680,712,86,86,0,0,True
train,P2TR-K2-223,k2_distinct_victims,V5-P2-FINAL640-P2TR-K2-223-S15T5-S6T14-SEED620223,695,695,695,32,8,83,0,656,688,83,83,0,0,True
train,P2TR-K2-224,k2_distinct_victims,V5-P2-FINAL640-P2TR-K2-224-S9T12-S1T4-SEED620224,713,712,712,32,8,86,0,680,712,86,86,0,0,True
train,P2TR-K2-225,k2_distinct_victims,V5-P2-FINAL640-P2TR-K2-225-S2T15-S12T10-SEED620225,696,696,696,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K2-226,k2_distinct_victims,V5-P2-FINAL640-P2TR-K2-226-S15T8-S5T4-SEED620226,695,696,695,32,8,83,0,656,688,83,84,0,1,True
train,P2TR-K2-227,k2_distinct_victims,V5-P2-FINAL640-P2TR-K2-227-S10T7-S3T10-SEED620227,707,707,707,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K2-228,k2_distinct_victims,V5-P2-FINAL640-P2TR-K2-228-S10T4-S11T10-SEED620228,717,718,717,32,8,86,0,680,712,86,86,0,0,True
train,P2TR-K2-229,k2_distinct_victims,V5-P2-FINAL640-P2TR-K2-229-S7T1-S14T15-SEED620229,709,709,709,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K2-230,k2_distinct_victims,V5-P2-FINAL640-P2TR-K2-230-S3T8-S6T7-SEED620230,704,704,704,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K2-231,k2_distinct_victims,V5-P2-FINAL640-P2TR-K2-231-S8T11-S1T8-SEED620231,717,717,717,32,8,86,0,680,712,86,86,0,0,True
train,P2TR-K2-232,k2_distinct_victims,V5-P2-FINAL640-P2TR-K2-232-S12T1-S4T10-SEED620232,696,696,696,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K2-233,k2_opposing_pair,V5-P2-FINAL640-P2TR-K2-233-S4T0-S0T4-SEED620233,706,706,706,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K2-234,k2_opposing_pair,V5-P2-FINAL640-P2TR-K2-234-S10T13-S13T10-SEED620234,716,715,715,32,8,86,0,680,712,86,86,0,0,True
train,P2TR-K2-235,k2_opposing_pair,V5-P2-FINAL640-P2TR-K2-235-S10T9-S9T10-SEED620235,718,718,718,32,8,86,0,680,712,86,86,0,0,True
train,P2TR-K2-236,k2_opposing_pair,V5-P2-FINAL640-P2TR-K2-236-S3T13-S13T3-SEED620236,703,704,703,32,8,84,0,664,696,84,85,0,1,True
train,P2TR-K2-237,k2_opposing_pair,V5-P2-FINAL640-P2TR-K2-237-S10T4-S4T10-SEED620237,709,709,709,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K2-238,k2_opposing_pair,V5-P2-FINAL640-P2TR-K2-238-S8T7-S7T8-SEED620238,704,704,704,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K2-239,k2_opposing_pair,V5-P2-FINAL640-P2TR-K2-239-S15T11-S11T15-SEED620239,696,696,696,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K2-240,k2_opposing_pair,V5-P2-FINAL640-P2TR-K2-240-S10T0-S0T10-SEED620240,709,709,709,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K3-241,k3_local_mixed,V5-P2-FINAL640-P2TR-K3-241-S3T4-S5T10-S10T10-SEED620241,698,698,698,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K3-242,k3_local_mixed,V5-P2-FINAL640-P2TR-K3-242-S15T0-S14T2-S11T11-SEED620242,693,693,693,32,8,83,0,656,688,83,83,0,0,True
train,P2TR-K3-243,k3_local_mixed,V5-P2-FINAL640-P2TR-K3-243-S7T4-S1T1-S12T13-SEED620243,703,703,703,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K3-244,k3_local_mixed,V5-P2-FINAL640-P2TR-K3-244-S7T7-S1T1-S14T5-SEED620244,703,703,703,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K3-245,k3_local_mixed,V5-P2-FINAL640-P2TR-K3-245-S7T8-S4T4-S1T9-SEED620245,711,711,711,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K3-247,k3_local_mixed,V5-P2-FINAL640-P2TR-K3-247-S5T14-S9T0-S6T6-SEED620247,723,723,723,32,8,87,0,688,720,87,87,0,0,True
train,P2TR-K3-248,k3_local_mixed,V5-P2-FINAL640-P2TR-K3-248-S11T11-S13T5-S5T9-SEED620248,701,701,701,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K3-249,k3_local_mixed,V5-P2-FINAL640-P2TR-K3-249-S14T1-S5T7-S6T6-SEED620249,711,711,711,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K3-250,k3_local_mixed,V5-P2-FINAL640-P2TR-K3-250-S3T4-S11T11-S8T6-SEED620250,701,701,701,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K3-251,k3_local_mixed,V5-P2-FINAL640-P2TR-K3-251-S1T5-S3T10-S2T2-SEED620251,691,691,691,32,8,83,0,656,688,83,83,0,0,True
train,P2TR-K3-252,k3_local_mixed,V5-P2-FINAL640-P2TR-K3-252-S7T13-S1T1-S14T9-SEED620252,703,703,703,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K3-253,k3_local_mixed,V5-P2-FINAL640-P2TR-K3-253-S3T3-S1T10-S9T11-SEED620253,696,696,696,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K3-254,k3_local_mixed,V5-P2-FINAL640-P2TR-K3-254-S9T6-S0T4-S15T15-SEED620254,693,693,693,32,8,83,0,656,688,83,83,0,0,True
train,P2TR-K3-255,k3_local_mixed,V5-P2-FINAL640-P2TR-K3-255-S3T9-S4T4-S2T11-SEED620255,700,700,700,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K3-256,k3_local_mixed,V5-P2-FINAL640-P2TR-K3-256-S13T10-S4T4-S5T11-SEED620256,701,701,701,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K3-257,k3_local_mixed,V5-P2-FINAL640-P2TR-K3-257-S10T10-S7T3-S11T13-SEED620257,702,702,702,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K3-260,k3_local_mixed,V5-P2-FINAL640-P2TR-K3-260-S0T11-S7T7-S10T12-SEED620260,703,703,703,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K3-261,k3_local_mixed,V5-P2-FINAL640-P2TR-K3-261-S3T6-S12T13-S11T11-SEED620261,701,701,701,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K3-262,k3_local_mixed,V5-P2-FINAL640-P2TR-K3-262-S10T1-S13T13-S1T4-SEED620262,703,703,703,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K3-264,k3_local_mixed,V5-P2-FINAL640-P2TR-K3-264-S9T13-S11T11-S8T0-SEED620264,709,709,709,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K3-265,k3_converging_victim,V5-P2-FINAL640-P2TR-K3-265-S6T15-S10T15-S1T15-SEED620265,715,715,715,32,8,86,0,680,712,86,86,0,0,True
train,P2TR-K3-266,k3_converging_victim,V5-P2-FINAL640-P2TR-K3-266-S1T0-S11T0-S3T0-SEED620266,695,695,695,32,8,83,0,656,688,83,83,0,0,True
train,P2TR-K3-267,k3_converging_victim,V5-P2-FINAL640-P2TR-K3-267-S12T11-S5T11-S0T11-SEED620267,703,703,703,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K3-268,k3_converging_victim,V5-P2-FINAL640-P2TR-K3-268-S5T10-S15T10-S6T10-SEED620268,690,691,690,32,8,83,0,656,688,83,83,0,0,True
train,P2TR-K3-270,k3_converging_victim,V5-P2-FINAL640-P2TR-K3-270-S5T15-S0T15-S7T15-SEED620270,701,701,701,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K3-271,k3_converging_victim,V5-P2-FINAL640-P2TR-K3-271-S5T14-S0T14-S2T14-SEED620271,703,703,703,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K3-273,k3_converging_victim,V5-P2-FINAL640-P2TR-K3-273-S13T0-S14T0-S11T0-SEED620273,703,703,703,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K3-274,k3_converging_victim,V5-P2-FINAL640-P2TR-K3-274-S3T7-S11T7-S15T7-SEED620274,693,693,693,32,8,83,0,656,688,83,83,0,0,True
train,P2TR-K3-275,k3_converging_victim,V5-P2-FINAL640-P2TR-K3-275-S13T1-S5T1-S15T1-SEED620275,693,693,693,32,8,83,0,656,688,83,83,0,0,True
train,P2TR-K3-277,k3_converging_victim,V5-P2-FINAL640-P2TR-K3-277-S4T14-S5T14-S2T14-SEED620277,700,700,700,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K3-279,k3_converging_victim,V5-P2-FINAL640-P2TR-K3-279-S8T15-S6T15-S3T15-SEED620279,701,702,701,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K3-281,k3_converging_victim,V5-P2-FINAL640-P2TR-K3-281-S1T9-S10T9-S2T9-SEED620281,700,700,700,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K3-282,k3_converging_victim,V5-P2-FINAL640-P2TR-K3-282-S4T5-S13T5-S14T5-SEED620282,700,700,700,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K3-283,k3_converging_victim,V5-P2-FINAL640-P2TR-K3-283-S1T7-S11T7-S14T7-SEED620283,714,714,714,32,8,86,0,680,712,86,86,0,0,True
train,P2TR-K3-285,k3_converging_victim,V5-P2-FINAL640-P2TR-K3-285-S5T3-S12T3-S0T3-SEED620285,703,703,703,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K3-286,k3_converging_victim,V5-P2-FINAL640-P2TR-K3-286-S11T9-S1T9-S13T9-SEED620286,699,699,699,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K3-287,k3_converging_victim,V5-P2-FINAL640-P2TR-K3-287-S6T9-S0T9-S5T9-SEED620287,699,699,699,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K3-288,k3_converging_victim,V5-P2-FINAL640-P2TR-K3-288-S0T15-S10T15-S3T15-SEED620288,695,695,695,32,8,83,0,656,688,83,83,0,0,True
train,P2TR-K3-289,k3_shared_transit,V5-P2-FINAL640-P2TR-K3-289-S10T15-S11T14-S4T14-SEED620289,703,703,703,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K3-290,k3_shared_transit,V5-P2-FINAL640-P2TR-K3-290-S1T9-S0T11-S7T13-SEED620290,699,699,699,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K3-291,k3_shared_transit,V5-P2-FINAL640-P2TR-K3-291-S15T0-S14T9-S7T11-SEED620291,693,693,693,32,8,83,0,656,688,83,83,0,0,True
train,P2TR-K3-292,k3_shared_transit,V5-P2-FINAL640-P2TR-K3-292-S13T4-S3T5-S2T0-SEED620292,703,703,703,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K3-293,k3_shared_transit,V5-P2-FINAL640-P2TR-K3-293-S8T15-S4T15-S0T13-SEED620293,705,705,705,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K3-295,k3_shared_transit,V5-P2-FINAL640-P2TR-K3-295-S4T11-S5T15-S9T2-SEED620295,699,699,699,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K3-296,k3_shared_transit,V5-P2-FINAL640-P2TR-K3-296-S14T6-S11T12-S3T7-SEED620296,697,697,697,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K3-298,k3_shared_transit,V5-P2-FINAL640-P2TR-K3-298-S2T13-S11T1-S12T8-SEED620298,701,702,701,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K3-300,k3_shared_transit,V5-P2-FINAL640-P2TR-K3-300-S13T10-S10T13-S15T13-SEED620300,693,693,693,32,8,83,0,656,688,83,83,0,0,True
train,P2TR-K3-301,k3_shared_transit,V5-P2-FINAL640-P2TR-K3-301-S15T10-S9T7-S12T15-SEED620301,694,694,694,32,8,83,0,656,688,83,83,0,0,True
train,P2TR-K3-302,k3_shared_transit,V5-P2-FINAL640-P2TR-K3-302-S12T1-S14T11-S6T4-SEED620302,688,688,688,32,8,83,0,656,688,83,83,0,0,True
train,P2TR-K3-303,k3_shared_transit,V5-P2-FINAL640-P2TR-K3-303-S3T15-S15T5-S11T12-SEED620303,693,693,693,32,8,83,0,656,688,83,83,0,0,True
train,P2TR-K3-305,k3_shared_transit,V5-P2-FINAL640-P2TR-K3-305-S11T7-S3T9-S0T2-SEED620305,693,693,693,32,8,83,0,656,688,83,83,0,0,True
train,P2TR-K3-306,k3_shared_transit,V5-P2-FINAL640-P2TR-K3-306-S1T3-S3T12-S8T10-SEED620306,697,697,697,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K3-310,k3_shared_transit,V5-P2-FINAL640-P2TR-K3-310-S2T5-S11T3-S0T10-SEED620310,703,703,703,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K3-311,k3_shared_transit,V5-P2-FINAL640-P2TR-K3-311-S7T10-S9T4-S15T2-SEED620311,694,694,694,32,8,83,0,656,688,83,83,0,0,True
train,P2TR-K3-312,k3_shared_transit,V5-P2-FINAL640-P2TR-K3-312-S3T6-S5T2-S7T10-SEED620312,702,702,702,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K3-314,k3_shared_transit,V5-P2-FINAL640-P2TR-K3-314-S14T7-S10T7-S4T15-SEED620314,698,698,698,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K3-315,k3_shared_transit,V5-P2-FINAL640-P2TR-K3-315-S8T11-S6T7-S10T0-SEED620315,715,715,715,32,8,86,0,680,712,86,86,0,0,True
train,P2TR-K3-316,k3_shared_transit,V5-P2-FINAL640-P2TR-K3-316-S8T3-S1T12-S14T6-SEED620316,713,713,713,32,8,86,0,680,712,86,86,0,0,True
train,P2TR-K3-317,k3_shared_transit,V5-P2-FINAL640-P2TR-K3-317-S0T13-S5T11-S14T5-SEED620317,701,701,701,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K3-318,k3_shared_transit,V5-P2-FINAL640-P2TR-K3-318-S12T6-S9T12-S13T10-SEED620318,691,691,691,32,8,83,0,656,688,83,83,0,0,True
train,P2TR-K3-320,k3_shared_transit,V5-P2-FINAL640-P2TR-K3-320-S8T7-S10T7-S4T15-SEED620320,700,699,699,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K3-322,k3_distinct_victims,V5-P2-FINAL640-P2TR-K3-322-S13T15-S8T12-S15T3-SEED620322,693,693,693,32,8,83,0,656,688,83,83,0,0,True
train,P2TR-K3-323,k3_distinct_victims,V5-P2-FINAL640-P2TR-K3-323-S7T12-S6T11-S14T0-SEED620323,703,703,703,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K3-324,k3_distinct_victims,V5-P2-FINAL640-P2TR-K3-324-S14T6-S11T13-S13T14-SEED620324,703,703,703,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K3-325,k3_distinct_victims,V5-P2-FINAL640-P2TR-K3-325-S8T2-S14T10-S7T9-SEED620325,703,703,703,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K3-326,k3_distinct_victims,V5-P2-FINAL640-P2TR-K3-326-S8T1-S13T15-S4T9-SEED620326,703,703,703,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K3-327,k3_distinct_victims,V5-P2-FINAL640-P2TR-K3-327-S3T5-S8T7-S2T4-SEED620327,704,704,704,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K3-328,k3_distinct_victims,V5-P2-FINAL640-P2TR-K3-328-S7T8-S8T15-S11T4-SEED620328,703,703,703,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K3-329,k3_distinct_victims,V5-P2-FINAL640-P2TR-K3-329-S4T8-S6T12-S5T0-SEED620329,699,699,699,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K3-330,k3_distinct_victims,V5-P2-FINAL640-P2TR-K3-330-S15T4-S5T11-S14T7-SEED620330,692,692,692,32,8,83,0,656,688,83,83,0,0,True
train,P2TR-K3-331,k3_distinct_victims,V5-P2-FINAL640-P2TR-K3-331-S11T4-S13T8-S1T9-SEED620331,699,699,699,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K3-332,k3_distinct_victims,V5-P2-FINAL640-P2TR-K3-332-S11T3-S6T0-S5T6-SEED620332,707,707,707,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K3-333,k3_distinct_victims,V5-P2-FINAL640-P2TR-K3-333-S12T10-S7T6-S10T3-SEED620333,701,701,701,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K3-334,k3_distinct_victims,V5-P2-FINAL640-P2TR-K3-334-S11T0-S5T3-S13T7-SEED620334,701,701,701,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K3-335,k3_distinct_victims,V5-P2-FINAL640-P2TR-K3-335-S7T15-S6T5-S14T11-SEED620335,703,703,703,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K3-336,k3_distinct_victims,V5-P2-FINAL640-P2TR-K3-336-S13T5-S14T6-S6T0-SEED620336,711,711,711,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K3-337,k3_distinct_victims,V5-P2-FINAL640-P2TR-K3-337-S12T7-S3T9-S1T12-SEED620337,701,701,701,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K3-338,k3_distinct_victims,V5-P2-FINAL640-P2TR-K3-338-S11T3-S12T7-S0T6-SEED620338,702,703,702,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K3-339,k3_distinct_victims,V5-P2-FINAL640-P2TR-K3-339-S13T3-S5T1-S8T0-SEED620339,700,700,700,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K3-340,k3_distinct_victims,V5-P2-FINAL640-P2TR-K3-340-S4T15-S6T1-S7T3-SEED620340,700,700,700,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K3-341,k3_distinct_victims,V5-P2-FINAL640-P2TR-K3-341-S3T13-S9T8-S2T11-SEED620341,702,701,701,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K3-343,k3_distinct_victims,V5-P2-FINAL640-P2TR-K3-343-S10T12-S13T14-S1T9-SEED620343,703,703,703,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K3-344,k3_distinct_victims,V5-P2-FINAL640-P2TR-K3-344-S6T5-S4T8-S5T7-SEED620344,699,699,699,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K3-345,k3_distinct_victims,V5-P2-FINAL640-P2TR-K3-345-S12T2-S9T12-S3T1-SEED620345,703,703,703,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K3-347,k3_distinct_victims,V5-P2-FINAL640-P2TR-K3-347-S12T8-S7T13-S11T15-SEED620347,699,699,699,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K3-348,k3_distinct_victims,V5-P2-FINAL640-P2TR-K3-348-S8T10-S2T9-S13T14-SEED620348,703,703,703,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K3-349,k3_distinct_victims,V5-P2-FINAL640-P2TR-K3-349-S13T9-S14T3-S2T6-SEED620349,700,699,699,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K3-350,k3_distinct_victims,V5-P2-FINAL640-P2TR-K3-350-S14T7-S3T13-S7T4-SEED620350,707,707,707,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K3-351,k3_distinct_victims,V5-P2-FINAL640-P2TR-K3-351-S0T13-S15T7-S12T9-SEED620351,692,692,692,32,8,83,0,656,688,83,83,0,0,True
train,P2TR-K3-352,k3_distinct_victims,V5-P2-FINAL640-P2TR-K3-352-S11T8-S1T6-S3T15-SEED620352,695,695,695,32,8,83,0,656,688,83,83,0,0,True
train,P2TR-K3-353,k3_opposing_pair,V5-P2-FINAL640-P2TR-K3-353-S3T6-S6T3-S5T1-SEED620353,698,698,698,32,8,84,0,664,696,84,84,0,0,True
